mouse_strain;experiment_ID;sample_type;timepoint;mouse_ID;treatment;frequency_live_bacteria_%;experimental_day;counts_live_bacteria_per_wet_g;mouse_age_days;mouse_sex
NOD;AG6-222;fecal;treatment_end;ABX241;ABX;21.53;0;2.42E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX242;placebo;84.08;0;1.68E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX243;ABX;40.46;0;4.01E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX244;placebo;91.72;0;1.14E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX245;ABX;65.59;0;9.41E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX246;placebo;89.16;0;2.18E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX247;ABX;76.75;0;2.03E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX248;placebo;16.01;0;1.43E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX249;ABX;62.21;0;6.27E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX250;placebo;19.44;0;1.58E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX251;ABX;90.78;0;5.75E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX252;placebo;37.48;0;8.23E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX253;ABX;3.55;0;2.05E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX254;placebo;49.18;0;3.03E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX255;ABX;43.47;0;1.13E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX256;placebo;44.39;0;4.41E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX257;ABX;83.56;0;1.29E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX258;placebo;96.15;0;1.06E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX259;ABX;68.32;0;2.18E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX260;placebo;85.81;0;3.03E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX261;ABX;23.77;0;1.17E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX262;placebo;76.81;0;6.19E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX263;ABX;5.98;0;1.57E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX264;placebo;79.07;0;7.58E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX265;ABX;47.81;0;1.30E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX266;placebo;1.52;0;1.78E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX267;ABX;83.11;0;7.56E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX268;placebo;17.88;0;3.29E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX269;ABX;63.14;0;1.37E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX270;placebo;21.05;0;1.86E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX271;ABX;60.17;0;4.08E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX272;placebo;92.94;0;9.38E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX273;ABX;87.25;0;1.35E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX274;placebo;48.02;0;3.68E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX275;ABX;58.41;0;2.93E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX276;placebo;28.44;0;7.36E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX277;ABX;99.36;0;1.36E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX278;placebo;26.85;0;3.42E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX279;ABX;28.66;0;1.45E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX280;placebo;97.33;0;2.48E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX281;ABX;49.46;0;2.79E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX282;placebo;94.0;0;8.42E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX283;ABX;22.59;0;3.74E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX284;placebo;78.77;0;8.59E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX285;ABX;75.87;0;9.27E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX286;placebo;49.13;0;4.19E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX287;ABX;84.95;0;3.08E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX288;placebo;27.33;0;4.29E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX289;ABX;26.9;0;2.96E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX290;placebo;66.18;0;9.63E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX291;ABX;92.28;0;3.44E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX292;placebo;55.0;0;1.56E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX293;ABX;71.78;0;6.92E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX294;placebo;53.92;0;1.62E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX295;ABX;78.42;0;8.71E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX296;placebo;11.15;0;2.29E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX297;ABX;62.38;0;4.73E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX298;placebo;22.67;0;1.55E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX299;ABX;91.18;0;8.70E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX300;placebo;31.26;0;5.82E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX301;ABX;49.02;0;2.09E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX302;placebo;96.04;0;2.84E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX303;ABX;76.25;0;1.03E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX304;placebo;72.27;0;1.29E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX305;ABX;41.94;0;1.91E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX306;placebo;54.55;0;9.09E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX307;ABX;9.67;0;2.25E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX308;placebo;39.66;0;1.53E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX309;ABX;71.88;0;4.51E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX310;placebo;23.02;0;2.05E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX311;ABX;10.34;0;1.63E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX312;placebo;96.85;0;1.23E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX313;ABX;91.33;0;1.63E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX314;placebo;97.32;0;1.50E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX315;ABX;35.79;0;2.32E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX316;placebo;77.06;0;2.55E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX317;ABX;7.15;0;8.16E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX318;placebo;99.35;0;4.07E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX319;ABX;11.01;0;1.34E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX320;placebo;15.5;0;3.30E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX321;ABX;46.73;0;1.51E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX322;placebo;7.05;0;2.63E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX323;ABX;39.77;0;3.65E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX324;placebo;93.13;0;1.13E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX325;ABX;99.01;0;5.91E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX326;placebo;56.4;0;2.41E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX327;ABX;4.04;0;2.14E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX328;placebo;56.69;0;1.38E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX329;ABX;68.28;0;8.79E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX330;placebo;75.44;0;1.76E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX331;ABX;42.45;0;7.95E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX332;placebo;43.56;0;4.80E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX333;ABX;23.76;0;2.40E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX334;placebo;81.23;0;1.14E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX335;ABX;36.65;0;1.96E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX336;placebo;78.96;0;2.22E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX337;ABX;69.64;0;4.34E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX338;placebo;74.72;0;7.05E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX339;ABX;59.16;0;2.17E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX340;placebo;50.86;0;5.45E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX341;ABX;86.75;0;1.21E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX342;placebo;37.64;0;1.16E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX343;ABX;63.2;0;3.20E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX344;placebo;47.38;0;4.32E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX345;ABX;17.79;0;1.54E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX346;placebo;46.97;0;1.63E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX347;ABX;61.79;0;2.93E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX348;placebo;37.65;0;1.42E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX349;ABX;66.25;0;1.02E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX350;placebo;46.45;0;7.36E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX351;ABX;21.74;0;3.64E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX352;placebo;94.27;0;5.06E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX353;ABX;71.79;0;1.24E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX354;placebo;37.71;0;3.19E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX355;ABX;89.23;0;9.45E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX356;placebo;47.78;0;6.15E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX357;ABX;38.06;0;4.64E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX358;placebo;95.65;0;1.42E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX359;ABX;59.26;0;1.87E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX360;placebo;71.09;0;7.99E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX361;ABX;10.28;0;8.14E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX362;placebo;30.97;0;7.79E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX363;ABX;21.92;0;1.91E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX364;placebo;62.73;0;2.72E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX365;ABX;19.62;0;7.37E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX366;placebo;61.82;0;6.46E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX367;ABX;35.97;0;4.29E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX368;placebo;23.63;0;3.03E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX369;ABX;94.81;0;1.31E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX370;placebo;59.97;0;1.05E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX371;ABX;32.44;0;1.50E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX372;placebo;30.22;0;4.10E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX373;ABX;10.12;0;1.97E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX374;placebo;5.35;0;2.33E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX375;ABX;2.66;0;1.78E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX376;placebo;54.05;0;4.99E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX377;ABX;27.7;0;2.49E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX378;placebo;31.14;0;4.50E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX379;ABX;71.0;0;1.41E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX380;placebo;8.35;0;1.15E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX381;ABX;24.26;0;3.72E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX382;placebo;36.48;0;3.27E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX383;ABX;51.46;0;4.12E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX384;placebo;66.78;0;1.44E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX385;ABX;92.06;0;1.48E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX386;placebo;54.98;0;1.12E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX387;ABX;41.63;0;1.10E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX388;placebo;76.51;0;1.28E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX389;ABX;10.73;0;3.46E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX390;placebo;89.09;0;2.77E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX391;ABX;65.98;0;5.44E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX392;placebo;19.46;0;8.74E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX393;ABX;73.64;0;1.31E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX394;placebo;49.74;0;7.22E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX395;ABX;2.38;0;1.58E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX396;placebo;1.11;0;1.48E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX397;ABX;53.76;0;1.85E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX398;placebo;69.99;0;5.40E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX399;ABX;53.87;0;5.60E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX400;placebo;62.95;0;4.69E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX401;ABX;0.2;0;2.73E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX402;placebo;59.76;0;4.34E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX403;ABX;43.99;0;6.10E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX404;placebo;66.47;0;4.19E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX405;ABX;75.08;0;2.32E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX406;placebo;98.13;0;2.41E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX407;ABX;59.95;0;4.39E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX408;placebo;49.31;0;4.44E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX409;ABX;31.9;0;9.63E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX410;placebo;6.4;0;8.81E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX411;ABX;92.06;0;7.22E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX412;placebo;4.01;0;1.07E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX413;ABX;12.9;0;5.74E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX414;placebo;48.19;0;8.44E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX415;ABX;90.43;0;1.32E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX416;placebo;66.83;0;8.53E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX417;ABX;56.52;0;1.67E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX418;placebo;49.7;0;3.00E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX419;ABX;4.84;0;6.43E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX420;placebo;27.23;0;1.55E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX421;ABX;56.81;0;9.44E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX422;placebo;10.72;0;1.52E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX423;ABX;46.71;0;4.25E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX424;placebo;62.38;0;6.20E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX425;ABX;61.21;0;8.78E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX426;placebo;81.19;0;7.02E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX427;ABX;73.16;0;7.02E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX428;placebo;29.39;0;1.43E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX429;ABX;84.84;0;7.98E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX430;placebo;87.89;0;1.87E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX431;ABX;99.57;0;1.86E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX432;placebo;58.42;0;1.56E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX433;ABX;44.45;0;3.53E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX434;placebo;63.13;0;1.32E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX435;ABX;0.84;0;7.85E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX436;placebo;28.75;0;2.74E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX437;ABX;64.55;0;7.35E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX438;placebo;84.4;0;3.97E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX439;ABX;42.1;0;4.71E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX440;placebo;54.59;0;9.02E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX441;ABX;15.32;0;1.24E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX442;placebo;56.14;0;6.18E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX443;ABX;88.51;0;1.15E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX444;placebo;82.53;0;1.24E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX445;ABX;61.78;0;7.88E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX446;placebo;78.97;0;5.49E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX447;ABX;64.92;0;2.27E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX448;placebo;79.17;0;2.11E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX449;ABX;48.81;0;4.80E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX450;placebo;97.11;0;1.92E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX451;ABX;68.17;0;1.35E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX452;placebo;67.5;0;5.11E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX453;ABX;35.32;0;9.65E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX454;placebo;91.53;0;2.79E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX455;ABX;11.54;0;1.40E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX456;placebo;19.13;0;5.02E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX457;ABX;36.58;0;9.96E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX458;placebo;22.69;0;1.09E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX459;ABX;23.55;0;4.32E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX460;placebo;51.38;0;1.72E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX461;ABX;57.28;0;4.55E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX462;placebo;84.47;0;5.34E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX463;ABX;38.63;0;1.89E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX464;placebo;56.56;0;1.72E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX465;ABX;66.67;0;3.83E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX466;placebo;88.73;0;1.00E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX467;ABX;92.19;0;2.00E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX468;placebo;15.46;0;1.07E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX469;ABX;8.95;0;2.25E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX470;placebo;61.0;0;1.56E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX471;ABX;42.6;0;1.14E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX472;placebo;14.69;0;2.60E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX473;ABX;83.55;0;6.07E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX474;placebo;95.24;0;9.57E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX475;ABX;49.92;0;2.13E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX476;placebo;69.52;0;9.83E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX477;ABX;70.79;0;1.46E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX478;placebo;96.57;0;4.46E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX479;ABX;85.65;0;1.99E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX480;placebo;30.4;0;2.04E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX481;ABX;62.38;0;1.18E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX482;placebo;2.17;0;1.87E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX483;ABX;82.93;0;1.70E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX484;placebo;87.78;0;1.14E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX485;ABX;3.33;0;5.75E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX486;placebo;57.05;0;2.10E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX487;ABX;11.81;0;2.20E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX488;placebo;25.17;0;2.56E+04;21;female
NOD;AG6-222;fecal;treatment_end;ABX489;ABX;36.72;0;4.65E+09;21;female
NOD;AG6-222;fecal;treatment_end;ABX490;placebo;71.15;0;4.67E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX491;ABX;53.64;0;7.31E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX492;placebo;93.66;0;2.07E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX493;ABX;50.28;0;1.71E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX494;placebo;84.34;0;9.94E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX495;ABX;6.91;0;6.44E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX496;placebo;24.88;0;1.97E+05;21;female
NOD;AG6-222;fecal;treatment_end;ABX497;ABX;27.04;0;3.52E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX498;placebo;98.4;0;2.65E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX499;ABX;74.4;0;3.64E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX500;placebo;7.44;0;4.58E+00;21;female
NOD;AG6-222;fecal;treatment_end;ABX501;ABX;68.35;0;1.94E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX502;placebo;70.59;0;1.98E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX503;ABX;48.81;0;8.35E+06;21;female
NOD;AG6-222;fecal;treatment_end;ABX504;placebo;26.96;0;9.97E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX505;ABX;67.63;0;1.57E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX506;placebo;47.32;0;5.87E+01;21;female
NOD;AG6-222;fecal;treatment_end;ABX507;ABX;55.57;0;1.35E+08;21;female
NOD;AG6-222;fecal;treatment_end;ABX508;placebo;52.7;0;1.48E+03;21;female
NOD;AG6-222;fecal;treatment_end;ABX509;ABX;90.63;0;9.73E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX510;placebo;92.35;0;3.09E+02;21;female
NOD;AG6-222;fecal;treatment_end;ABX511;ABX;14.22;0;1.67E+07;21;female
NOD;AG6-222;fecal;treatment_end;ABX512;placebo;98.49;0;1.51E+04;21;female
NOD;AG6-222;fecal;washout_day1;ABX001;ABX;67.61;1;1.30E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX002;placebo;85.16;1;8.92E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX003;ABX;20.55;1;8.96E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX004;placebo;26.78;1;3.79E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX005;ABX;16.98;1;7.43E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX006;placebo;54.95;1;3.54E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX007;ABX;7.32;1;5.03E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX008;placebo;36.45;1;8.14E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX009;ABX;94.73;1;3.56E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX010;placebo;80.36;1;7.96E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX011;ABX;35.87;1;4.19E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX012;placebo;62.28;1;1.76E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX013;ABX;39.62;1;4.56E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX014;placebo;36.39;1;1.19E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX015;ABX;81.31;1;1.80E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX016;placebo;42.14;1;1.99E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX017;ABX;15.83;1;1.61E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX018;placebo;21.31;1;3.01E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX019;ABX;21.42;1;1.76E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX020;placebo;4.42;1;3.76E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX021;ABX;28.63;1;4.81E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX022;placebo;35.26;1;2.40E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX023;ABX;4.9;1;1.17E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX024;placebo;76.31;1;6.20E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX025;ABX;61.38;1;5.02E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX026;placebo;42.86;1;3.23E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX027;ABX;39.99;1;4.08E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX028;placebo;26.88;1;1.39E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX029;ABX;56.04;1;2.75E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX030;placebo;2.34;1;3.01E+00;22;male
